Sample material properties:
 material_id  transition_metal_content  rare_earth_content  carbon_content  main_group_content  alkali_metal_content  halogen_content  post_transition_metal_content  s_electron_count  p_electron_count  d_electron_count  f_electron_count  total_valence_electrons crystalline_symmetry  spin_orbit_coupling  magnetic_anisotropy  electron_phonon_coupling  thermal_stability  chemical_stability  synthesis_difficulty  cost_factor
     15               0.184845               0.144404          0.177897          0.197046             0.101618           0.190979                0.003210                 0.909578          1.198900          2.513960         11.520706            16.143144             orthorhombic           0.334768            -0.086013                0.614013             251.041245           0.168759             0.056998         6.508311  
     16               0.200274               0.173410          0.092525          0.177646             0.145285           0.051450                0.159411                 0.722797          0.935717          5.287393          9.786220            16.732127               tetragonal           1.254365             0.714165                0.007739             608.620613           0.605161             0.287875         6.719734  
     17               0.161505               0.155324          0.188396          0.012068             0.201207           0.035093                0.246407                 1.694137          5.243669          1.911224         11.473143            20.322173               monoclinic           1.133919             0.169472                0.598218             796.814382           0.560997             0.802916         7.575670  
     18               0.252113               0.190625          0.192715          0.009118             0.075465           0.171720                0.108244                 1.957393          4.510304          0.002532          9.174276            15.644505               monoclinic           1.683600            -0.040541                0.739030             630.110415           0.412703             0.618879         3.279027  
     19               0.223578               0.138635          0.161590          0.255751             0.080683           0.077378                0.062386                 0.023843          5.100813          2.527448         10.957822            18.609926                    cubic           1.057676            -0.436104                0.998598             191.439509           0.002679             0.519670         2.670205  
     20               0.181773               0.071971          0.300023          0.275544             0.009715           0.100904                0.060069                 0.106128          0.880715          6.253059          7.170505            14.410406                    cubic           1.851782             0.127023                0.135804             192.415334           0.952008             0.812848         9.690887  
     21               0.232526               0.208114          0.164236          0.158048             0.020890           0.131640                0.084546                 0.849570          4.257430          8.219835          1.006746            14.333581                 trigonal           0.337109             0.344591                0.959977             657.316374           0.424272             0.626395         9.489324  
     22               0.169319               0.161841          0.100627          0.017718             0.159303           0.201448                0.189743                 1.680587          4.693146          0.887766          2.020497             9.281997                hexagonal           1.224142            -0.863298                0.172018             129.029153           0.266815             0.794996         4.503367  
     23               0.296500               0.222379          0.040882          0.020319             0.073874           0.034071                0.311975                 1.114209          1.098962          0.949209          3.063918             6.226298               monoclinic           0.099656             0.384963                0.248733             541.666337           0.753390             0.716047         1.226005  
     24               0.071920               0.200835          0.116407          0.359289             0.030495           0.208968                0.012085                 1.459705          5.035754          9.639652          5.600424            21.735535                hexagonal           1.819328            -0.503788                0.951094             400.224170           0.048559             0.510851         7.670020  
     25               0.080280               0.214981          0.120554          0.080463             0.191058           0.153775                0.158889                 0.581599          0.371152          4.238099          3.274882             8.465732                    cubic           1.827501             0.491343                0.576045             446.024191           0.242819             0.577048         1.606685  
     26               0.260904               0.204760          0.076962          0.230590             0.026530           0.060203                0.140052                 1.309360          5.572479          5.074704         10.878551            22.835094                triclinic           0.548667             0.530620                0.884484             335.785473           0.811901             0.134354         4.061396  
     27               0.374605               0.099969          0.030990          0.114579             0.074446           0.017065                0.288346                 0.016210          4.387654          4.174297          0.456354             9.034515                triclinic           1.235741            -0.397469                0.635423             656.655379           0.017058             0.676092         6.246661  
     28               0.116162               0.059208          0.207916          0.149185             0.124213           0.159779                0.183538                 1.403807          4.194463          0.982080         13.342916            19.923265                 trigonal           1.430435            -0.374955                0.564782             789.384080           0.474225             0.862716         0.631719  
     29               0.259962               0.070383          0.081455          0.256664             0.019336           0.250257                0.061942                 1.623149          4.656629          1.029826          4.153704            11.463308                triclinic           0.547702             0.197042                0.685178             126.372859           0.715796             0.464725         4.672025  
     30               0.201465               0.173908          0.083194          0.155315             0.020342           0.207496                0.158280                 1.674369          1.192526          8.210308          6.172332            17.249534             orthorhombic           1.936258             0.524959                0.888822             297.139288           0.547752             0.924841         9.660697  
     31               0.110280               0.052155          0.128005          0.191807             0.208459           0.084266                0.225028                 0.958809          5.186103          6.848617         13.587073            26.580602               tetragonal           1.164171            -0.830754                0.006305             663.549048           0.682361             0.148381         2.979002  
     32               0.181460               0.011882          0.101654          0.176653             0.232942           0.144121                0.151289                 0.107114          2.447390          2.916966          6.298072            11.769543                triclinic           0.520884             0.914355                0.655337             179.145921           0.301130             0.953174         8.324873  
     33               0.099427               0.244088          0.275303          0.117743             0.106634           0.043821                0.112983                 0.077013          2.345923          7.686302          0.945602            11.054841             orthorhombic           1.485836             0.860591                0.689003             412.108132           0.411059             0.248901         1.386049  
     34               0.146553               0.126115          0.058499          0.144068             0.192508           0.230179                0.102078                 0.181134          5.202992          6.396169         11.027576            22.807871               monoclinic           1.159856            -0.437760                0.822149             493.900169           0.483073             0.914680         3.503006  
     35               0.056857               0.299856          0.125935          0.045882             0.176022           0.255997                0.039451                 0.445413          3.230856          8.930869          7.498823            20.105961               tetragonal           1.678846            -0.039451                0.376493             484.830805           0.910977             0.286236         4.464285  
     36               0.157214               0.196954          0.063418          0.191176             0.094824           0.111928                0.184486                 1.292648          1.425843          2.359165          0.019744             5.097399                    cubic           1.018587             0.278410                0.802787             132.518054           0.017180             0.008202         1.483086  
     37               0.156519               0.191797          0.024715          0.196286             0.117880           0.213360                0.099444                 0.478607          4.844262          3.208327          5.514004            14.045200                    cubic           0.193776            -0.146163                0.925704             123.002410           0.188826             0.515010         8.287816  
     38               0.155688               0.226426          0.173707          0.095938             0.115703           0.148217                0.084320                 1.586195          4.161121          3.797229          7.776568            17.321113                    cubic           0.368237             0.045545                0.987034             717.580008           0.896735             0.318417         3.174948  
     39               0.089638               0.260028          0.013137          0.114839             0.212192           0.240966                0.069199                 0.812358          0.875512          5.747258          4.002995            11.438122               tetragonal           0.446357            -0.554114                0.005625             507.391128           0.368888             0.804489         8.448742  
     40               0.158011               0.243503          0.122555          0.162880             0.125210           0.038383                0.149459                 1.768360          4.918460          5.845620          9.046105            21.578545               monoclinic           1.447328             0.987694                0.279176             755.213184           0.762297             0.043268         6.495999  
     41               0.088003               0.081940          0.068623          0.165377             0.223393           0.113936                0.258728                 0.984980          1.117289          6.462589          3.768896            12.333754                 trigonal           1.015090            -0.723145                0.026112             771.345191           0.509359             0.719506         8.492004  
     42               0.095818               0.236490          0.103334          0.207838             0.081481           0.114761                0.160279                 0.571543          3.155775          4.197545          5.991267            13.916130               tetragonal           0.777933             0.550966                0.520010             192.567168           0.697623             0.053644         1.851727  
     43               0.054825               0.022239          0.100095          0.045357             0.303443           0.097989                0.376052                 0.860604          4.796108          4.672125          8.559924            18.888762             orthorhombic           0.301697             0.176170                0.840324             781.975153           0.998984             0.043366         2.489481  
     44               0.129814               0.177203          0.031361          0.172423             0.280817           0.053324                0.155057                 0.278948          0.733871          1.551710         11.645341            14.209870                hexagonal           1.481814            -0.268456                0.618843             115.108538           0.559334             0.307541         2.116599  
     45               0.122597               0.189814          0.233423          0.183182             0.072748           0.144091                0.054144                 0.806911          3.219104          7.690237          3.031880            14.748132               monoclinic           1.186187             0.317367                0.716911             312.871400           0.491176             0.103662         4.119349  
     46               0.163774               0.140895          0.179323          0.196473             0.043836           0.026998                0.248700                 1.165387          4.761344          3.935009          4.778147            14.639887               tetragonal           0.412750             0.608842                0.165754              96.489671           0.535351             0.419962         9.374369  
     47               0.041058               0.087434          0.221810          0.128958             0.138729           0.212232                0.169779                 1.376866          5.511005          6.385557          2.243095            15.516523                triclinic           1.993549             0.388613                0.751244             517.488220           0.578294             0.527022         7.392525  
     48               0.158456               0.097797          0.138866          0.296885             0.049562           0.137401                0.121033                 0.700635          1.139695          2.542968          9.667970            14.051268                triclinic           1.995916             0.188650                0.181652             584.356171           0.803323             0.511841         4.620015  
     49               0.243463               0.146241          0.207043          0.084849             0.078066           0.088219                0.152120                 0.671944          1.933259          7.878211          0.644260            11.127674                hexagonal           1.585243             0.953002                0.992028             305.927804           0.176086             0.093966         7.025143  
     50               0.090137               0.009426          0.344302          0.137866             0.141012           0.156222                0.121035                 1.154121          3.102474          0.494133         10.606450            15.357178             orthorhombic           0.337798             0.664117                0.640106             373.867473           0.625947             0.321118         7.025332  
     51               0.020980               0.158708          0.239628          0.030921             0.134472           0.215633                0.199659                 0.822641          3.905421          9.625362          6.841977            21.195401             orthorhombic           0.959545             0.989723                0.321278             233.639922           0.549516             0.353146         0.253277  
     52               0.123153               0.198801          0.205381          0.068453             0.019935           0.224841                0.159436                 1.940620          3.745270          3.085224          9.310589            18.081704                hexagonal           0.027160             0.829886                0.595967             637.892039           0.120861             0.870963         8.215939  
     53               0.145262               0.236051          0.131131          0.060812             0.107654           0.101788                0.217302                 0.994007          4.427087          9.320843          8.581776            23.323714                    cubic           0.891922            -0.266124                0.127200             292.004700           0.320951             0.536746         3.824786  
     54               0.224630               0.048752          0.273527          0.269177             0.087439           0.016351                0.080123                 1.431912          5.993274          7.531582          2.668994            17.625762                triclinic           0.892261            -0.534145                0.249000             526.719011           0.792769             0.933260         2.492849  
     55               0.023932               0.027592          0.398928          0.049866             0.106869           0.360857                0.031956                 0.599355          0.101815          5.730825          4.917606            11.349601                hexagonal           1.834804             0.269781                0.708247             416.931847           0.420174             0.157115         7.406065  
     56               0.214199               0.093459          0.104889          0.228704             0.175056           0.026390                0.157303                 0.420628          4.617386          1.819241          7.297324            14.154580             orthorhombic           0.353514             0.832014                0.957485             387.347443           0.043675             0.122283         3.932764  
     57               0.152144               0.007485          0.246243          0.097032             0.073297           0.151700                0.272100                 0.324204          4.357705          0.089190          5.154053             9.925152               tetragonal           0.369169             0.192708                0.367767             735.779249           0.594366             0.252693         7.050980  
     58               0.169099               0.169091          0.214823          0.096381             0.142981           0.003329                0.204297                 0.289041          3.545697          3.375165         11.976034            19.185938               tetragonal           0.766631             0.131753                0.364294             467.750487           0.638361             0.018433         6.914060  
     59               0.046374               0.065092          0.080280          0.148608             0.238595           0.176178                0.244874                 0.572932          5.632377          1.465118         10.832952            18.503379                triclinic           1.643384            -0.458066                0.461572              65.863133           0.436058             0.209357         3.181998  
     60               0.031026               0.273572          0.002518          0.165961             0.148536           0.092526                0.285861                 1.188482          0.058048          5.224251         12.773477            19.244257                hexagonal           0.390019            -0.914924                0.028035             715.659826           0.118181             0.858105         6.230395  
     61               0.046865               0.247706          0.186340          0.105061             0.209869           0.129881                0.074277                 1.050499          3.816754          4.918557         10.945047            20.730856                hexagonal           1.264557             0.301020                0.145660              64.621514           0.619662             0.496300         1.931032  
     62               0.155206               0.309952          0.153039          0.024339             0.158943           0.035807                0.162714                 0.712455          4.357128          9.301936          6.617726            20.989245                hexagonal           1.511878             0.026111                0.525557             610.674777           0.946579             0.194353         2.943645  
     63               0.004846               0.009960          0.018308          0.067946             0.303134           0.335249                0.260556                 0.986698          2.722868          2.364027          4.735214            10.808806             orthorhombic           0.578218            -0.376512                0.564314             112.790578           0.729713             0.867815         0.958611  
     64               0.119815               0.185126          0.077479          0.294940             0.015768           0.070868                0.236005                 0.418408          0.037392          9.371745          8.323059            18.150603               monoclinic           0.221518            -0.683029                0.276653             118.310294           0.255379             0.786824         8.134378  
     65               0.183562               0.046036          0.153665          0.086693             0.173410           0.201525                0.155110                 0.838946          5.697153          6.009521         13.636832            26.182451                 trigonal           1.066674            -0.609458                0.443781             156.012184           0.981891             0.717982         1.974091  
     66               0.209774               0.195652          0.033093          0.157649             0.117547           0.164311                0.121975                 1.161656          1.905677          2.370325          1.266251             6.703909                hexagonal           1.116442            -0.167678                0.567574             545.972929           0.054285             0.290564         6.794696  
     67               0.229164               0.219864          0.108277          0.113690             0.170082           0.055632                0.103291                 0.001283          0.610955          5.870669         12.005579            18.488486               monoclinic           0.750907            -0.097140                0.316903             629.555197           0.796586             0.851899         7.376831  
     68               0.182855               0.039600          0.238668          0.115149             0.012792           0.269570                0.141366                 0.013328          0.635011          9.533643          5.396581            15.578563             orthorhombic           1.328647             0.002358                0.023069             478.155934           0.453677             0.797356         6.121174  
     69               0.105968               0.209565          0.031510          0.194548             0.054216           0.164827                0.239365                 0.173201          4.786187          6.374372          5.961436            17.295195               tetragonal           0.300287            -0.050963                0.112317             776.538338           0.531719             0.881032         4.958714  
     70               0.202497               0.147030          0.167765          0.133684             0.075535           0.197199                0.076290                 1.185596          2.261739          4.874492         11.988167            20.309994                    cubic           0.157978             0.019109                0.220643             736.906680           0.237145             0.773206         1.692824  
     71               0.150648               0.024833          0.015779          0.273369             0.046000           0.281841                0.207530                 0.582712          3.076784          4.010023         12.367078            20.036597                 trigonal           0.190939            -0.466858                0.629639             109.767501           0.419443             0.456072         2.380443  
     72               0.062454               0.195039          0.075682          0.087270             0.090431           0.261704                0.227421                 0.606156          1.008968          3.628471          8.369096            13.612691                    cubic           1.785803             0.155643                0.993382             731.645519           0.124643             0.974513         6.920586  
     73               0.099727               0.002152          0.364664          0.101782             0.046296           0.265117                0.120262                 0.261416          4.036781          4.710139          5.124900            14.133235               monoclinic           0.422181             0.250403                0.495271             264.725231           0.253505             0.885445         8.647328  
     74               0.162406               0.146318          0.100567          0.172544             0.175338           0.138328                0.104500                 0.576055          1.605140          5.350139          8.094936            15.626270               monoclinic           0.679288             0.998451                0.530471             189.486922           0.601167             0.739767         8.951578  
     75               0.057450               0.233326          0.118261          0.219945             0.192430           0.072934                0.105655                 1.989437          5.523620          2.248966         12.643660            22.405683                 trigonal           0.689584            -0.542522                0.431601             737.829330           0.652288             0.693258         2.627061  
     76               0.233299               0.125144          0.101474          0.108214             0.198568           0.223034                0.010267                 0.483911          5.171544          6.982949          7.609904            20.248308                    cubic           0.474738            -0.164112                0.018956             115.050781           0.598940             0.806824         6.194333  
     77               0.086948               0.076364          0.110270          0.078992             0.233017           0.240056                0.174352                 1.117332          0.827255          2.829058          6.576686            11.350331                triclinic           0.733719             0.880020                0.785120             414.511435           0.564719             0.434893         2.915413  
     78               0.239696               0.204500          0.202614          0.024500             0.016375           0.277477                0.034839                 1.409485          0.980249          7.670322          8.611343            18.671399                hexagonal           1.080449             0.012294                0.244582             360.065212           0.327091             0.035421         2.602449  
     79               0.154439               0.103575          0.172202          0.174635             0.159975           0.070079                0.165095                 1.669768          1.212225          8.304276          5.643593            16.829863             orthorhombic           1.993109            -0.853176                0.541530             268.751744           0.263336             0.179457         3.282965  
     80               0.227524               0.029871          0.037092          0.186146             0.181094           0.149764                0.188510                 0.751544          0.694908          0.210382         10.138782            11.795616                    cubic           1.558721            -0.475498                0.380890             466.203088           0.899991             0.025908         2.395240  
     81               0.117294               0.180339          0.102134          0.092136             0.109957           0.157841                0.240297                 1.830757          0.510562          3.192183         12.350914            17.884417                    cubic           0.908967             0.952867                0.875357             770.842621           0.063183             0.768116         0.444292  
     82               0.112717               0.151640          0.047107          0.133518             0.128888           0.348019                0.078112                 0.960396          5.983749          8.577613          2.919560            18.441318                    cubic           1.745695            -0.558485                0.114987             431.577781           0.575941             0.579697         3.717716  
     83               0.133068               0.208553          0.216471          0.245106             0.076489           0.010995                0.109318                 1.785422          1.867884          5.554134         11.520241            20.727681                triclinic           0.182016            -0.073327                0.423972             634.209224           0.113062             0.843977         8.647959  
     84               0.168418               0.206100          0.197366          0.099977             0.117465           0.055789                0.154886                 1.338370          1.868794          8.271239         12.943781            24.422184                    cubic           1.674574             0.252497                0.092416             369.691834           0.977014             0.695102         2.000773  
     85               0.099766               0.189519          0.052793          0.345665             0.153063           0.103368                0.055827                 1.739364          0.107386          0.960067         13.237377            16.044194             orthorhombic           1.976482             0.281902                0.768193             275.491088           0.124913             0.108236         8.921413  
     86               0.021128               0.019082          0.085445          0.141889             0.181983           0.269489                0.280984                 1.302773          2.317886          1.847988          0.800460             6.269107                triclinic           0.440664            -0.088304                0.199022             289.539649           0.397958             0.101755         0.959799  
     87               0.074688               0.280118          0.216777          0.209455             0.092922           0.099548                0.026493                 0.998671          0.028102          8.630803          9.108926            18.766501               tetragonal           1.218918            -0.375360                0.781084             798.559123           0.279717             0.568936         8.152911  
     88               0.266565               0.103509          0.092165          0.023868             0.206563           0.253054                0.054275                 0.224317          1.179859          3.353553         13.449844            18.207574                 trigonal           1.587667             0.265603                0.368869             552.800262           0.901947             0.414656         6.202401  
     89               0.103185               0.001309          0.298520          0.176269             0.106163           0.184681                0.129873                 1.413387          5.841203          4.455258          4.034523            15.744371                 trigonal           0.142394            -0.769389                0.161083             210.460193           0.731337             0.987055         7.896343  
     90               0.011371               0.127195          0.079341          0.148874             0.294762           0.117736                0.220722                 1.268993          2.111816          6.699235         13.735549            23.815593               tetragonal           1.005709            -0.074492                0.054828             379.279154           0.898795             0.198982         9.717602  
     91               0.168957               0.112304          0.150896          0.192238             0.187728           0.174980                0.012897                 0.070927          2.046280          3.403645          4.205498             9.726349               monoclinic           0.976592             0.841296                0.240096              67.076059           0.868662             0.361070         4.145582  
     92               0.030914               0.202918          0.108806          0.241447             0.090836           0.100857                0.224221                 1.140934          5.136429          8.012869         12.231991            26.522223                 trigonal           1.495315            -0.031665                0.392153             779.076704           0.314211             0.935933         5.365273  
     93               0.007919               0.152075          0.133435          0.215689             0.142588           0.123018                0.225276                 1.942721          3.028484          6.081188         13.695414            24.747806                triclinic           1.364300            -0.123358                0.191468             232.089286           0.216556             0.148105         2.701876  
     94               0.105616               0.145397          0.233383          0.079705             0.188959           0.103607                0.143333                 0.594351          3.166345          4.659607          9.778019            18.198321                 trigonal           0.519759            -0.277452                0.246821             463.645337           0.526094             0.418233         2.513696  
     95               0.149512               0.275854          0.049152          0.286543             0.043483           0.160893                0.034563                 0.490799          4.129821          5.643973         11.996544            22.261138                triclinic           1.277835             0.286460                0.610116             170.563347           0.620912             0.339556         4.575646  
     96               0.154944               0.086234          0.133812          0.261963             0.154760           0.190639                0.017648                 1.910536          5.174839          8.578837         13.080185            28.744397                hexagonal           1.129555             0.206927                0.781037             372.579529           0.317041             0.549162         2.699143  
     97               0.194122               0.199550          0.098821          0.284162             0.152118           0.039541                0.031685                 0.310540          5.070900          2.563886          5.734230            13.679557               monoclinic           1.065387            -0.583413                0.591839             450.824006           0.579209             0.866974         9.179854  
     98               0.192145               0.021146          0.152831          0.059746             0.272464           0.255114                0.046554                 1.299112          0.432943          5.544452         10.469377            17.745883                 trigonal           1.911723            -0.972517                0.706773             306.798645           0.324469             0.729756         4.108775  
     99               0.193542               0.112686          0.095764          0.130593             0.129291           0.119860                0.218264                 1.210302          0.515530          2.792830          7.128292            11.646954                hexagonal           1.291322             0.545886                0.160887             722.696651           0.336900             0.708930         0.737229  
    100               0.268220               0.227346          0.061791          0.057840             0.013593           0.137284                0.233925                 1.614368          0.783977          8.156822          6.755659            17.310827                triclinic           1.240185             0.707911                0.946748             438.494610           0.401358             0.248175         6.309149  
    101               0.000051               0.220870          0.180703          0.204535             0.002626           0.249653                0.141563                 0.384585          2.642411          0.148683          6.534411             9.710090               tetragonal           0.719251            -0.399032                0.176170             325.152279           0.513256             0.554658         0.714479  
    102               0.062011               0.247155          0.144239          0.103591             0.357178           0.028639                0.057187                 0.154398          3.012943          4.586489          6.076005            13.829835             orthorhombic           1.193819             0.734241                0.824065             685.180748           0.216406             0.306311         0.548009  
    103               0.088768               0.023969          0.187220          0.046807             0.156395           0.270863                0.225979                 0.461476          5.539649          3.413431          9.854984            19.269539                hexagonal           0.697432             0.214531                0.599358             454.563393           0.598740             0.387769         9.675027  
    104               0.105500               0.050285          0.238236          0.024158             0.011355           0.280307                0.290159                 0.571829          4.581854          4.728094         10.237540            20.119318                hexagonal           1.940291            -0.449059                0.597400              62.416813           0.881633             0.031305         5.350588  
    105               0.134095               0.089039          0.130225          0.256233             0.242147           0.015654                0.132607                 0.241126          4.140343          4.326660          6.225207            14.933335                 trigonal           0.222811            -0.991156                0.500824              77.252282           0.977980             0.595783         6.295275  
