Sample material properties:
 material_id  transition_metal_content  rare_earth_content  carbon_content  main_group_content  alkali_metal_content  halogen_content  post_transition_metal_content  s_electron_count  p_electron_count  d_electron_count  f_electron_count  total_valence_electrons crystalline_symmetry  spin_orbit_coupling  magnetic_anisotropy  electron_phonon_coupling  thermal_stability  chemical_stability  synthesis_difficulty  cost_factor
     24               0.076731               0.243435          0.236413          0.005363             0.024704           0.203889                0.209465                 1.787270          1.542855          6.480200          6.474215            16.284539                 trigonal           1.550556            -0.043587                0.039761             611.794313           0.094680             0.136555         2.267459  
     25               0.135470               0.155309          0.166171          0.225412             0.164443           0.058408                0.094787                 0.939571          1.065121          5.263074          4.687657            11.955422                 trigonal           0.562454             0.765792                0.257945             388.537064           0.803696             0.564270         3.483932  
     26               0.000533               0.229060          0.194148          0.159951             0.044705           0.324874                0.046728                 1.564079          3.551057          5.388503         11.993420            22.497059                triclinic           0.506160            -0.236236                0.902185             538.645280           0.421564             0.227461         0.890700  
     27               0.261346               0.006353          0.043688          0.199593             0.264538           0.203506                0.020975                 0.308272          3.746301          4.510141         11.340644            19.905357               monoclinic           1.053115            -0.338200                0.566367             594.010926           0.527740             0.439140         5.561125  
     28               0.126490               0.172362          0.203191          0.109232             0.121908           0.183714                0.083102                 1.500910          2.497266          5.568614         13.638810            23.205600                    cubic           0.281046            -0.251753                0.376638             119.307812           0.746876             0.245795         2.554151  
     29               0.255183               0.237397          0.105927          0.236407             0.099954           0.004628                0.060504                 1.309569          4.489987          5.569837          4.743159            16.112553             orthorhombic           1.469747            -0.876530                0.245915             292.157667           0.899931             0.091194         9.544147  
     30               0.130826               0.127433          0.094321          0.165096             0.156076           0.183451                0.142797                 1.623170          0.016396          2.875974          2.305867             6.821406                hexagonal           1.463545            -0.540992                0.261907             352.760755           0.508746             0.102013         1.359005  
     31               0.150469               0.002655          0.210496          0.178670             0.103681           0.136526                0.217502                 1.652780          4.023239          5.958083          6.085466            17.719568               tetragonal           0.532343            -0.138225                0.199375             176.797315           0.968494             0.149779         9.378994  
     32               0.133443               0.205992          0.037518          0.113330             0.175405           0.228520                0.105792                 1.639377          0.281238          0.293921          6.792358             9.006893                 trigonal           1.214352            -0.727996                0.363228             596.252854           0.188803             0.794057         1.296980  
     33               0.200985               0.087699          0.165629          0.138959             0.219689           0.144048                0.042992                 0.152213          4.573586          5.658218          9.749678            20.133695               tetragonal           0.807556             0.517908                0.162444             753.314152           0.384614             0.912345         0.387174  
     34               0.079403               0.188743          0.240075          0.004605             0.142969           0.108808                0.235398                 0.703273          2.084048          4.147589          3.447806            10.382716               monoclinic           1.766408             0.961318                0.472508             726.792609           0.435222             0.824390         0.958009  
     35               0.170854               0.134841          0.171293          0.156745             0.163473           0.172790                0.030005                 1.893082          5.800827          2.210347          3.761378            13.665634                 trigonal           1.308202             0.825781                0.935002             285.623881           0.857157             0.683408         4.354115  
     36               0.008440               0.121374          0.332332          0.009781             0.294079           0.041543                0.192450                 1.158959          0.335930          4.603584          6.190582            12.289055                 trigonal           1.605169            -0.649829                0.266184             518.635139           0.855151             0.982587         0.808438  
     37               0.044422               0.305473          0.174668          0.207011             0.211539           0.009321                0.047565                 0.627351          3.540439          3.961316          9.035796            17.164902                hexagonal           1.919925             0.654403                0.623640             351.407081           0.125014             0.984175         5.464962  
     38               0.035712               0.071864          0.177171          0.071828             0.204310           0.318373                0.120741                 1.222713          1.177118          1.643691          0.271031             4.314553                    cubic           1.752236            -0.279261                0.115090             309.947287           0.255729             0.123890         1.807659  
     39               0.121457               0.132087          0.147569          0.208780             0.137440           0.167707                0.084960                 1.784352          3.030606          9.598951         10.616314            25.030223             orthorhombic           1.675462            -0.902069                0.034924             522.050815           0.839531             0.901322         5.512251  
     40               0.154995               0.228005          0.154292          0.155257             0.162211           0.097455                0.047785                 0.209868          4.492191          0.016572          8.372278            13.090908                hexagonal           1.250841            -0.562895                0.978138             673.005914           0.016433             0.282891         8.014900  
     41               0.269903               0.144375          0.186045          0.069144             0.140845           0.111578                0.078111                 1.470241          5.659103          6.479959         12.183934            25.793237                hexagonal           0.530316             0.931710                0.631234             738.048536           0.876187             0.196456         7.352381  
     42               0.052545               0.258704          0.144851          0.110248             0.211883           0.103311                0.118459                 1.754635          0.703290          5.253985         13.633003            21.344913                triclinic           0.355789             0.184770                0.237531             184.775525           0.377191             0.588438         1.697778  
     43               0.236584               0.260403          0.172715          0.046097             0.081612           0.112604                0.089986                 0.655327          5.130359          9.632194          0.540759            15.958638                hexagonal           1.943288             0.657672                0.312458             237.542887           0.249107             0.873534         8.976668  
     44               0.129002               0.075662          0.145409          0.081423             0.187136           0.118908                0.262461                 0.026727          2.191241          9.475348          9.186215            20.879530                triclinic           1.818860             0.805276                0.387258              65.837937           0.991127             0.310456         7.361610  
     45               0.096441               0.088752          0.192982          0.117729             0.184818           0.142675                0.176604                 0.653669          5.471445          6.231204          5.764320            18.120638                    cubic           0.207830             0.703310                0.860921             170.065079           0.772809             0.047849         8.098685  
     46               0.209307               0.227548          0.047572          0.282565             0.210561           0.020559                0.001888                 0.473140          5.784888          1.748173          5.096224            13.102424                triclinic           0.731444            -0.576785                0.252192             455.102296           0.356815             0.530268         2.649572  
     47               0.110521               0.133292          0.038761          0.271496             0.054123           0.311644                0.080162                 1.721682          2.703892          1.176187          3.408830             9.010590             orthorhombic           1.933966             0.436290                0.618417              70.124368           0.250950             0.215150         8.987660  
     48               0.250221               0.133993          0.200645          0.089576             0.044731           0.179493                0.101341                 1.401796          0.483193          5.154170          0.781085             7.820245                 trigonal           1.160843            -0.815644                0.806685             201.475508           0.354348             0.429650         5.509797  
     49               0.139190               0.267990          0.056554          0.076394             0.247192           0.030781                0.181899                 0.518243          3.910430          2.302002          3.961386            10.692061               tetragonal           0.787223             0.452717                0.063575             179.655384           0.154107             0.123301         4.880897  
     50               0.143008               0.124705          0.178227          0.205089             0.219110           0.052060                0.077801                 1.638308          3.867963          5.694476          3.449084            14.649831             orthorhombic           0.415508            -0.917604                0.793597             175.559864           0.765274             0.528422         6.460547  
     51               0.144484               0.095096          0.208328          0.079338             0.254978           0.146208                0.071568                 0.059989          1.228648          2.228033          7.163501            10.680171                    cubic           1.500023             0.021172                0.468473             680.871319           0.797437             0.542631         5.776289  
     52               0.030783               0.201964          0.051299          0.206640             0.166025           0.131804                0.211485                 0.020799          0.625743          4.118996         12.489597            17.255136             orthorhombic           0.925486            -0.980876                0.725354             126.970009           0.535342             0.615625         7.254653  
     53               0.155670               0.237626          0.081422          0.041703             0.199229           0.146759                0.137591                 1.561054          5.915431          6.700732         11.516963            25.694180                triclinic           1.546510             0.428396                0.162979              56.334326           0.057270             0.158358         6.051334  
     54               0.054444               0.378086          0.060152          0.048261             0.004971           0.175953                0.278133                 1.669866          4.783293          8.572546          0.257830            15.283535                triclinic           1.492253             0.167429                0.421526             553.675194           0.727612             0.291700         6.088595  
     55               0.066081               0.104253          0.232756          0.063345             0.203198           0.133971                0.196397                 0.740877          4.666867          1.681859         11.905917            18.995521               monoclinic           0.015367             0.996844                0.542364             549.276752           0.970451             0.136615         7.535982  
     56               0.171796               0.036829          0.148752          0.087659             0.172929           0.169881                0.212155                 1.688665          2.049822          1.943683          9.700483            15.382654                 trigonal           0.887913             0.439250                0.639499             705.796333           0.324122             0.664843         2.319881  
     57               0.172734               0.266833          0.061715          0.053964             0.269804           0.144801                0.030149                 1.649285          0.932759          2.422964          0.313551             5.318560                triclinic           1.053934             0.182843                0.778694             710.006053           0.883202             0.487713         5.912609  
     58               0.179391               0.037270          0.167980          0.214084             0.260092           0.063378                0.077805                 1.296048          5.965636          1.829865          6.483493            15.575042                hexagonal           1.926461            -0.076809                0.844561             209.522112           0.561704             0.749828         6.346717  
     59               0.064404               0.203896          0.249071          0.068491             0.212552           0.011744                0.189841                 1.812373          0.549523          9.566445          1.709380            13.637720               monoclinic           0.222682            -0.581670                0.424443             466.235934           0.791535             0.257802         4.522724  
     60               0.239236               0.142500          0.190710          0.089414             0.078579           0.195693                0.063869                 0.632165          3.667645          1.327537          4.461743            10.089090                triclinic           1.183090            -0.846620                0.223721             264.275199           0.385270             0.821019         8.476461  
     61               0.045885               0.263203          0.189694          0.088264             0.122626           0.131226                0.159102                 0.457343          2.009901          4.057564          6.803646            13.328454                triclinic           0.979572            -0.988850                0.339362             457.843337           0.531749             0.155126         7.674891  
     62               0.046163               0.022564          0.095814          0.198430             0.200840           0.229366                0.206822                 1.701563          1.316780          2.405725          5.055436            10.479504                hexagonal           0.187819            -0.965675                0.433646             352.244759           0.234265             0.162694         1.014632  
     63               0.049181               0.177014          0.180105          0.151833             0.189092           0.169023                0.083753                 0.994599          5.272915          5.770054         10.398733            22.436301                 trigonal           0.418336             0.028868                0.326086             610.037039           0.659745             0.136718         6.737069  
     64               0.097918               0.063933          0.091706          0.470873             0.038630           0.161671                0.075270                 0.785263          4.412093          8.828451          8.147056            22.172864                hexagonal           1.660852             0.856141                0.183524             133.624108           0.856135             0.981629         2.323100  
     65               0.014545               0.008234          0.267806          0.209131             0.160535           0.001067                0.338681                 1.518456          0.642807          7.214159         12.681156            22.056578             orthorhombic           0.275970            -0.884739                0.944388             642.651211           0.432607             0.458473         5.264438  
     66               0.167211               0.163352          0.020960          0.224415             0.141209           0.165345                0.117508                 1.194194          0.320488          0.069717         12.351208            13.935607                    cubic           0.493768             0.827621                0.952342             485.018911           0.661259             0.178716         0.258139  
     67               0.200881               0.127244          0.201124          0.060799             0.118538           0.143942                0.147471                 0.000100          4.556859          1.172925          2.634483             8.364367             orthorhombic           0.093525             0.604866                0.978658             739.643594           0.370028             0.867741         6.115170  
     68               0.185272               0.059226          0.059188          0.003819             0.181563           0.282108                0.228824                 1.926626          4.434947          8.113710          3.511397            17.986680               tetragonal           0.769239             0.943066                0.329558             339.963494           0.855561             0.491592         8.166717  
     69               0.153930               0.129876          0.147476          0.120969             0.151160           0.152284                0.144305                 1.480178          5.975335          5.801961         13.399657            26.657132             orthorhombic           1.610473             0.741457                0.890548             134.743726           0.084596             0.393206         6.445231  
     70               0.173628               0.073573          0.175507          0.151713             0.166144           0.134750                0.124686                 1.050451          2.848712          6.029973          9.002167            18.931303                hexagonal           1.397833             0.551397                0.978867             540.478938           0.770222             0.320720         3.194156  
     71               0.129353               0.244148          0.000631          0.134449             0.004578           0.483739                0.003102                 0.064113          1.618202          0.669479         10.535937            12.887732                hexagonal           1.794882             0.775845                0.005832             203.377949           0.541380             0.541356         9.764818  
     72               0.145314               0.106238          0.225179          0.061048             0.065698           0.107935                0.288589                 0.842792          3.862178          1.768618          3.739921            10.213508               monoclinic           1.831610             0.575637                0.419222             307.174742           0.137933             0.289114         9.780154  
     73               0.047102               0.236364          0.098711          0.284641             0.263178           0.068668                0.001335                 1.787633          5.936301          0.607355          0.347488             8.678778               tetragonal           1.329142             0.606506                0.122816             411.104464           0.660752             0.839994         2.150732  
     74               0.078212               0.285266          0.091077          0.082589             0.255822           0.170592                0.036442                 1.569857          2.987384          8.813849          0.554061            13.925151               monoclinic           1.098115             0.092083                0.737177              65.413916           0.550391             0.418082         2.525237  
     75               0.355875               0.108239          0.048325          0.067144             0.226576           0.019781                0.174060                 1.173205          0.512205          6.300341          4.049173            12.034924               monoclinic           0.171462            -0.463024                0.277887             649.678380           0.962397             0.407876         9.145220  
     76               0.093467               0.031598          0.137040          0.207417             0.113212           0.213943                0.203324                 1.838972          5.543370          0.589157          5.443568            13.415068                    cubic           1.957598            -0.090635                0.901565             767.087349           0.635331             0.940397         9.218118  
     77               0.020038               0.163130          0.147852          0.155389             0.160079           0.208130                0.145381                 1.671845          1.380018          1.667475         12.575322            17.294659             orthorhombic           0.294704            -0.545477                0.021462              77.276348           0.200145             0.170036         9.768385  
     78               0.113249               0.064372          0.331134          0.194590             0.070655           0.016926                0.209073                 0.166881          0.256205          3.755130         13.413787            17.592003             orthorhombic           0.109637             0.339762                0.816040             615.592890           0.868138             0.345297         2.459279  
     79               0.228013               0.209500          0.096694          0.191599             0.098787           0.108074                0.067332                 0.237707          3.376892          8.774883          9.705145            22.094626               tetragonal           1.694451            -0.910197                0.618512             586.393511           0.517448             0.993999         3.090650  
     80               0.126205               0.065652          0.223026          0.176229             0.209015           0.144707                0.055166                 0.747813          4.143268          2.817507          5.863038            13.571625                 trigonal           1.556925            -0.378634                0.306822             423.409073           0.101194             0.084907         9.669987  
     81               0.046423               0.074912          0.235689          0.176808             0.032711           0.165646                0.267811                 1.949237          3.656336          9.546119          2.416039            17.567731                triclinic           0.817454             0.801948                0.911929             740.536006           0.145657             0.066929         9.187989  
     82               0.225094               0.181643          0.141314          0.051011             0.120970           0.142841                0.137127                 0.714300          2.096577          0.692793         10.717663            14.221332                triclinic           0.295466            -0.202840                0.920672             257.438405           0.840412             0.382855         9.691990  
     83               0.018892               0.265557          0.072059          0.023761             0.246863           0.133234                0.239634                 0.942371          5.611062          8.807590          6.916377            22.277400                 trigonal           0.970551             0.499812                0.891482             574.690271           0.717738             0.884133         6.232747  
     84               0.154812               0.055495          0.155042          0.188719             0.216245           0.053626                0.176061                 1.623137          5.740607          2.583752          2.937882            12.885378             orthorhombic           0.125059            -0.186173                0.092346             707.874449           0.530612             0.174963         9.503225  
     85               0.031371               0.052080          0.291184          0.035257             0.269916           0.204125                0.116067                 1.418392          3.445297          4.295916          3.974304            13.133909                hexagonal           1.912269             0.742843                0.296849             776.980187           0.684143             0.337544         1.639585  
     86               0.379214               0.069140          0.071352          0.120279             0.249298           0.080961                0.029756                 1.036593          4.416695          8.528783          4.012474            17.994545                hexagonal           1.780315            -0.686542                0.431872             265.211994           0.575105             0.254735         8.032639  
     87               0.142653               0.153961          0.128413          0.162794             0.106160           0.181253                0.124766                 1.201701          3.847125          4.458554         10.042062            19.549442                    cubic           1.550174            -0.419896                0.116647             390.456700           0.664199             0.960293         2.856346  
     88               0.053471               0.140056          0.051815          0.283109             0.288747           0.063484                0.119319                 1.252121          1.417870          9.215393          5.826589            17.711973                 trigonal           0.454455             0.516758                0.001071             316.059742           0.089683             0.828637         5.448042  
     89               0.186157               0.156093          0.171888          0.207315             0.137020           0.092076                0.049451                 0.868974          2.758154          2.949538          2.409587             8.986254                    cubic           1.301495             0.766328                0.670733             653.511599           0.525196             0.726025         4.159109  
     90               0.251932               0.075650          0.153328          0.104444             0.252090           0.082585                0.079971                 0.777148          1.856772          2.040797         10.691898            15.366614                    cubic           1.088795            -0.218014                0.274413             625.777912           0.699415             0.039879         1.782662  
     91               0.193637               0.168343          0.039529          0.178006             0.100546           0.155489                0.164450                 1.498107          3.290090          8.077378          1.646304            14.511878                 trigonal           0.751730             0.270393                0.764809             232.736153           0.722125             0.610120         0.461353  
     92               0.049037               0.054094          0.273821          0.123079             0.251312           0.186365                0.062293                 1.140132          4.341086          7.159495          1.888399            14.529112                triclinic           0.833150            -0.469252                0.148779             615.234636           0.721004             0.062112         1.040129  
     93               0.024980               0.299715          0.050831          0.075347             0.351338           0.038525                0.159263                 0.272461          1.641620          8.756635          7.472950            18.143665               tetragonal           1.986895             0.257863                0.136964             540.079653           0.515852             0.483035         5.230531  
     94               0.164622               0.206900          0.024265          0.168618             0.224416           0.152461                0.058717                 0.489136          2.078591          7.243332         12.226044            22.037103             orthorhombic           0.217981             0.305782                0.551946             387.105327           0.542753             0.479934         5.087101  
     95               0.150546               0.161815          0.055953          0.203186             0.174550           0.196041                0.057909                 0.038128          3.838032          1.613811          3.786817             9.276789                 trigonal           1.403737             0.770283                0.456297             502.065306           0.997119             0.049325         0.508313  
     96               0.206273               0.021002          0.002081          0.145381             0.236233           0.186884                0.202146                 0.458128          3.445735          1.246526         12.779136            17.929524                 trigonal           0.296420            -0.926448                0.916792             707.633818           0.454304             0.442681         9.056355  
     97               0.270014               0.137789          0.191223          0.091029             0.022163           0.180667                0.107115                 0.268083          5.824453          2.169152          8.504892            16.766580                 trigonal           1.370501             0.033004                0.151841             488.639693           0.374924             0.050716         8.699798  
     98               0.013862               0.258228          0.027905          0.241445             0.160956           0.179064                0.118541                 1.973442          0.055443          2.984341          5.998824            11.012049                triclinic           0.212583             0.954720                0.741449             552.537227           0.704480             0.397153         5.460209  
     99               0.004852               0.146719          0.037964          0.170735             0.228139           0.338275                0.073315                 1.287733          1.597321          1.597083          2.730296             7.212433                 trigonal           1.178583             0.624105                0.644919             174.878663           0.250374             0.988875         2.860915  
    100               0.139358               0.209345          0.178316          0.167227             0.038315           0.183482                0.083958                 1.788846          2.648015          4.072512          2.901829            11.411203               monoclinic           0.603758            -0.614108                0.774338             742.620867           0.790742             0.625029         1.565610  
    101               0.108840               0.217704          0.146314          0.057848             0.114091           0.236734                0.118468                 0.540755          4.630234          4.866186          0.657609            10.694784                 trigonal           1.388293             0.490603                0.527665             331.855288           0.296041             0.329671         2.214747  
    102               0.201424               0.075665          0.071072          0.334021             0.122498           0.092709                0.102611                 0.406367          3.220577          6.390744          3.634048            13.651736               tetragonal           0.438536             0.360893                0.305069             718.079755           0.560721             0.719237         4.951417  
    103               0.023164               0.215302          0.149061          0.084858             0.233455           0.154438                0.139722                 0.378194          1.079667          2.468439         11.124410            15.050710                 trigonal           0.725800             0.123275                0.247553             260.393154           0.037057             0.328625         2.534956  
    104               0.174221               0.033448          0.217507          0.232585             0.065436           0.248845                0.027958                 1.374447          0.763075          5.753763          3.360392            11.251678             orthorhombic           1.436097             0.955118                0.300220              66.862498           0.384788             0.787163         1.045883  
    105               0.120120               0.153586          0.046228          0.142628             0.203181           0.183446                0.150811                 1.152672          3.788703          0.422005          0.625319             5.988699                    cubic           0.798725            -0.660364                0.391538             475.232520           0.421595             0.133083         4.257943  
