Sample material properties:
 material_id  transition_metal_content  rare_earth_content  carbon_content  main_group_content  alkali_metal_content  halogen_content  post_transition_metal_content  s_electron_count  p_electron_count  d_electron_count  f_electron_count  total_valence_electrons crystalline_symmetry  spin_orbit_coupling  magnetic_anisotropy  electron_phonon_coupling  thermal_stability  chemical_stability  synthesis_difficulty  cost_factor
     21               0.209304               0.162983          0.163775          0.136558             0.217530           0.065451                0.044398                 1.374403          3.435403          8.976875          1.580126            15.366808                hexagonal           0.829085            -0.657500                0.211082             758.499955           0.832931             0.489514         8.217418  
     22               0.184787               0.231875          0.107261          0.108864             0.080407           0.230469                0.056337                 0.350414          0.987498          4.229647          6.175188            11.742748               tetragonal           0.575183             0.102642                0.912381             494.565697           0.889504             0.421077         3.719022  
     23               0.113432               0.150319          0.201456          0.184338             0.122408           0.143196                0.084850                 1.745824          2.545536          0.047194         13.846921            18.185474               monoclinic           1.611272            -0.725813                0.455791             686.311471           0.605004             0.201105         4.456257  
     24               0.102073               0.206541          0.032235          0.107208             0.231797           0.235293                0.084852                 1.700918          1.342744          4.259756          0.195230             7.498649               tetragonal           0.507605            -0.607967                0.120952             346.281711           0.559796             0.007956         2.936805  
     25               0.094312               0.170939          0.173774          0.162906             0.132456           0.111154                0.154459                 0.864848          0.760463          3.357483          3.106710             8.089504             orthorhombic           0.352233             0.944273                0.250697             560.444392           0.837846             0.656673         2.829161  
     26               0.235849               0.122171          0.209680          0.009758             0.204813           0.199741                0.017988                 1.562651          5.862883          5.363505         11.364251            24.153290               tetragonal           1.427497             0.400776                0.866813             433.811745           0.121602             0.080086         3.886413  
     27               0.199712               0.034341          0.237062          0.243621             0.021003           0.063065                0.201196                 0.078859          1.541321          1.226804          1.079626             3.926610             orthorhombic           0.252732             0.936713                0.423208             585.313656           0.174012             0.768466         9.714063  
     28               0.076838               0.040327          0.284853          0.239218             0.081645           0.270036                0.007082                 1.692428          2.751076          3.072505          9.016695            16.532704               monoclinic           1.504404             0.548079                0.900262             666.694420           0.970129             0.288245         3.333905  
     29               0.189726               0.233483          0.220881          0.125950             0.039404           0.085769                0.104788                 1.018765          3.877137          4.788491         13.773970            23.458363             orthorhombic           1.488108            -0.139195                0.685277             740.116795           0.602621             0.119470         2.974657  
     30               0.052699               0.016613          0.298549          0.085666             0.089029           0.283027                0.174415                 1.640398          5.333067          3.447647          1.292563            11.713675                hexagonal           0.921325             0.326545                0.773119             690.792893           0.024098             0.923564         1.232151  
     31               0.114449               0.275388          0.238319          0.014387             0.162677           0.016338                0.178442                 1.051077          1.224021          4.061964          9.410755            15.747817                hexagonal           1.136730             0.018110                0.692296             431.910751           0.231502             0.198166         8.308501  
     32               0.098985               0.257723          0.142293          0.202434             0.121552           0.103498                0.073514                 1.251989          2.901673          9.506398         13.070347            26.730407               monoclinic           1.392085            -0.573060                0.247714             660.205443           0.707562             0.858995         3.867293  
     33               0.090944               0.238977          0.233928          0.143696             0.177275           0.079972                0.035209                 0.089314          0.929289          3.221976          1.625598             5.866178               tetragonal           1.086389             0.792813                0.826685             381.242057           0.515798             0.771665         3.219144  
     34               0.211482               0.065443          0.294450          0.057767             0.132319           0.103795                0.134744                 0.301692          0.796469          2.466739          1.478072             5.042971                 trigonal           1.659043             0.092819                0.818952             159.400240           0.959029             0.783613         7.994771  
     35               0.060204               0.002813          0.048781          0.298194             0.308434           0.243169                0.038404                 0.326369          3.773118          5.490454          3.241920            12.831860             orthorhombic           0.487906             0.912718                0.766692             648.976555           0.413369             0.538345         8.134341  
     36               0.153304               0.022357          0.195971          0.116348             0.257790           0.170398                0.083832                 0.257148          3.173845          7.483806          3.749177            14.663976                triclinic           1.272996             0.425084                0.465555             184.223155           0.869458             0.227094         6.613717  
     37               0.189066               0.027646          0.137813          0.032766             0.375297           0.006140                0.231272                 1.606853          2.523370          9.000139          9.270877            22.401239                triclinic           0.708963             0.950063                0.781127             776.782004           0.494253             0.473421         8.179920  
     38               0.013964               0.256116          0.146264          0.274202             0.021844           0.274321                0.013290                 1.035665          1.314251          4.904132          3.534558            10.788606                    cubic           0.427538             0.523828                0.560151             669.584032           0.874541             0.939030         8.465728  
     39               0.231890               0.101009          0.037309          0.013227             0.224563           0.116653                0.275348                 1.351577          3.771262          9.899802          1.946225            16.968867                    cubic           0.983151             0.745582                0.837030              99.911097           0.432000             0.340403         6.796432  
     40               0.193848               0.259864          0.245164          0.006940             0.267934           0.004200                0.022050                 0.213233          4.036508          0.636611          1.326880             6.213231               monoclinic           0.701991            -0.228360                0.051110             496.182587           0.965344             0.183510         6.344159  
     41               0.122445               0.109427          0.167951          0.137623             0.102209           0.155648                0.204696                 0.907134          3.949908          3.239745          1.882205             9.978992                 trigonal           1.843756             0.511442                0.864450              71.681583           0.385591             0.898706         2.496641  
     42               0.031819               0.048455          0.039648          0.210759             0.287420           0.099364                0.282535                 0.576599          3.014978          8.841787          5.196872            17.630236             orthorhombic           0.089744            -0.359578                0.125759             227.328756           0.547932             0.396715         7.081810  
     43               0.205575               0.166845          0.087500          0.019915             0.146282           0.145942                0.227939                 1.215806          4.613550          0.408514          5.258194            11.496063                triclinic           0.998965            -0.302635                0.397932             694.859269           0.544263             0.006262         1.942214  
     44               0.267089               0.286753          0.048289          0.034556             0.116343           0.174709                0.072261                 1.458467          4.989783          6.866938          7.617358            20.932546                    cubic           1.262354            -0.512153                0.647186             443.179082           0.881635             0.908348         7.647462  
     45               0.022176               0.136513          0.286989          0.162906             0.056838           0.267041                0.067537                 1.405329          1.215989          5.943508          0.003293             8.568119             orthorhombic           1.820959             0.371011                0.314262             190.860511           0.405692             0.560171         5.665044  
     46               0.015342               0.217878          0.016698          0.216193             0.133899           0.146389                0.253601                 1.239726          0.562020          1.927392          1.678149             5.407287                 trigonal           0.828217             0.662444                0.171150             493.556352           0.361505             0.501028         4.596782  
     47               0.225881               0.040667          0.270919          0.029668             0.209607           0.077056                0.146201                 1.038612          0.280818          0.041054          2.693599             4.054084                triclinic           0.571297            -0.655323                0.611555             194.975757           0.917344             0.788357         0.218133  
     48               0.218736               0.170717          0.084818          0.236397             0.097237           0.120356                0.071738                 1.883934          4.037156          4.956871          3.162873            14.040834               tetragonal           1.581340            -0.999921                0.187139             473.162543           0.913713             0.808577         3.635324  
     49               0.199072               0.119066          0.085398          0.216949             0.142576           0.029422                0.207518                 0.198773          0.807291          3.510441          9.648716            14.165222                triclinic           1.849756             0.498816                0.627850             202.380095           0.349115             0.129535         7.125330  
     50               0.145035               0.149877          0.241641          0.124741             0.000690           0.076187                0.261828                 0.841751          1.302506          0.819158          3.754066             6.717480                 trigonal           1.621514            -0.341787                0.003894             473.741661           0.968457             0.252487         5.265103  
     51               0.264977               0.123942          0.174384          0.003562             0.127012           0.298336                0.007787                 0.982822          2.225893          8.985889         10.248245            22.442848                    cubic           0.056729            -0.199631                0.940945             698.410301           0.313790             0.881788         6.638499  
     52               0.057211               0.098937          0.243906          0.094477             0.243174           0.094997                0.167296                 1.284692          4.166784          6.635986          7.486144            19.573606               monoclinic           1.151367            -0.750798                0.315495             263.295113           0.129080             0.619797         6.894050  
     53               0.206093               0.049816          0.024523          0.104681             0.228585           0.178850                0.207452                 0.161630          1.608880          6.986336          7.523429            16.280276                hexagonal           0.640207             0.655471                0.648174             287.954707           0.482460             0.080218         3.508350  
     54               0.036679               0.091424          0.188932          0.056323             0.162563           0.245419                0.218659                 1.917721          3.602529          6.376663          5.843510            17.740423                triclinic           1.997328             0.623639                0.589575             696.213476           0.283493             0.250706         3.305029  
     55               0.203638               0.134999          0.111837          0.128662             0.223807           0.166237                0.030821                 1.365430          2.952532          5.107268         11.223348            20.648578               monoclinic           1.336974             0.374629                0.910528              54.570485           0.861564             0.596947         9.622336  
     56               0.054100               0.198065          0.137397          0.105055             0.177146           0.138865                0.189372                 1.916666          4.794749          4.686641          5.643786            17.041842             orthorhombic           0.062750            -0.384746                0.753051             590.650958           0.514386             0.964482         4.817037  
     57               0.258279               0.099829          0.056117          0.140967             0.141423           0.111828                0.191559                 0.910522          1.226280          0.575672         12.912840            15.625314                 trigonal           1.263305            -0.665448                0.015129             167.120861           0.346483             0.659108         4.837350  
     58               0.118076               0.139313          0.038238          0.189842             0.131735           0.163208                0.219588                 1.439069          4.303288          2.329140         10.941300            19.012796             orthorhombic           0.974005             0.552512                0.512293             451.471955           0.315192             0.046700         3.438211  
     59               0.020432               0.123479          0.264771          0.231204             0.114171           0.231886                0.014058                 0.423660          4.899995          1.411075          2.618952             9.353682                triclinic           1.775027             0.405137                0.701589             796.854270           0.043760             0.934032         4.852636  
     60               0.024861               0.025962          0.149426          0.205822             0.232010           0.213470                0.148449                 1.927429          1.517586          2.962520          0.653993             7.061527             orthorhombic           1.703544            -0.270729                0.274913             116.854221           0.548203             0.770545         4.953578  
     61               0.028877               0.093450          0.145844          0.204392             0.277739           0.087575                0.162122                 1.427091          1.559677          7.167162          3.788918            13.942848                hexagonal           0.547811             0.690781                0.462399             431.230204           0.218829             0.074394         3.426695  
     62               0.062694               0.163799          0.219557          0.024658             0.147976           0.157574                0.223742                 1.159710          0.475867          6.165207          0.603353             8.404137                 trigonal           1.643241             0.223486                0.992687             457.413332           0.273062             0.948555         2.737331  
     63               0.165147               0.016334          0.231097          0.067306             0.216038           0.244179                0.059899                 1.139810          3.843196          7.436565         10.274212            22.693783                triclinic           1.099382             0.225369                0.820346             102.612806           0.192625             0.043597         7.126396  
     64               0.031967               0.116535          0.195086          0.148379             0.327218           0.136228                0.044587                 0.679209          0.946571          1.876851          9.900054            13.402685                    cubic           0.333188            -0.637654                0.160673             633.288913           0.508348             0.131007         4.099091  
     65               0.097375               0.295282          0.007872          0.302780             0.086618           0.208160                0.001914                 0.756539          4.048111          1.079790          2.848209             8.732648                 trigonal           0.790802             0.265984                0.995220             261.203243           0.054658             0.044082         0.877556  
     66               0.100002               0.142539          0.028947          0.216057             0.129873           0.254112                0.128468                 1.967273          2.802262          4.002814          9.255590            18.027939                    cubic           1.122021            -0.088812                0.253079             466.188527           0.585122             0.793737         6.123219  
     67               0.169065               0.219633          0.159966          0.156656             0.082161           0.164045                0.048474                 0.159099          0.090846          8.983560         12.963743            22.197248                hexagonal           1.692890             0.008429                0.850569             471.543482           0.611142             0.298880         5.919559  
     68               0.183272               0.127540          0.215040          0.238792             0.046621           0.061887                0.126848                 1.939848          0.986111          7.358238          1.777958            12.062155                triclinic           0.062130            -0.515789                0.535044             631.635907           0.838846             0.953921         4.330776  
     69               0.246865               0.151033          0.014959          0.079106             0.039210           0.248247                0.220580                 0.947257          0.222175          2.863400          1.329244             5.362077                    cubic           0.810385             0.320885                0.515693             520.914586           0.592802             0.465858         2.850463  
     70               0.167579               0.213960          0.120647          0.172764             0.077196           0.051247                0.196607                 1.247785          5.892011          3.251761          8.074121            18.465678             orthorhombic           1.812725             0.144156                0.006354             609.996369           0.197213             0.372946         6.015817  
     71               0.289693               0.053108          0.156880          0.122668             0.182324           0.156705                0.038623                 0.382296          1.725189          4.823350          9.041350            15.972185                 trigonal           1.130414            -0.926089                0.789641             782.797335           0.297823             0.026909         9.751016  
     72               0.056618               0.111711          0.192552          0.114881             0.262873           0.240778                0.020587                 1.334666          1.587141          3.444634         11.361125            17.727566               tetragonal           1.005236            -0.635700                0.994515             339.701460           0.863782             0.975262         3.056740  
     73               0.213630               0.109624          0.107831          0.142358             0.121752           0.179704                0.125100                 1.710673          2.776454          4.833816          1.725742            11.046685             orthorhombic           0.897965            -0.938850                0.732074              59.688484           0.419301             0.510462         0.882624  
     74               0.046868               0.123085          0.178948          0.284121             0.205699           0.108975                0.052304                 0.498866          2.637084          5.933481          9.240060            18.309490                triclinic           0.862692             0.847702                0.601423             686.851064           0.573447             0.829833         9.679975  
     75               0.240961               0.026769          0.137505          0.244351             0.060089           0.021082                0.269243                 1.861710          2.800123          7.996526          2.109660            14.768019                 trigonal           1.957714             0.495560                0.851877             506.464217           0.224392             0.132164         6.760767  
     76               0.218348               0.135714          0.195894          0.026918             0.063909           0.167798                0.191419                 1.819048          1.259463          0.177828         11.361972            14.618311               tetragonal           1.859664            -0.378590                0.575240             791.530131           0.571771             0.447454         3.975818  
     77               0.137253               0.124087          0.171758          0.083504             0.136831           0.041138                0.305430                 1.083506          1.699259          6.584586          4.390941            13.758293                triclinic           0.920110             0.770016                0.223285             582.138422           0.363565             0.143266         3.237471  
     78               0.132750               0.027525          0.256569          0.120844             0.027003           0.292003                0.143307                 1.748288          4.119253          5.133166          5.224678            16.225386                 trigonal           1.230064            -0.344205                0.559672             392.727888           0.697383             0.793446         6.020394  
     79               0.179980               0.069044          0.214969          0.047517             0.101532           0.171165                0.215793                 1.561055          4.932143          9.051724          0.466842            16.011765               monoclinic           1.807496             0.712437                0.210900              73.168964           0.233383             0.187348         1.584753  
     80               0.084146               0.129757          0.239411          0.031861             0.238422           0.210666                0.065738                 0.856310          4.778612          4.944767          4.178741            14.758430                triclinic           0.765392             0.213607                0.646731             127.110788           0.215357             0.936541         3.034548  
     81               0.047243               0.248684          0.232684          0.251013             0.014650           0.057298                0.148427                 1.184959          5.552346          7.617092          2.330283            16.684680                 trigonal           1.671203            -0.410213                0.473923             420.010666           0.399904             0.625296         3.686311  
     82               0.276572               0.179636          0.273301          0.038266             0.170625           0.040917                0.020684                 1.995318          4.148887          6.028827          3.478313            15.651345                 trigonal           0.146968            -0.617191                0.455756             747.897464           0.093156             0.618600         6.834310  
     83               0.013028               0.210546          0.234878          0.172434             0.126709           0.068860                0.173545                 1.835744          4.308660          5.371165         12.270307            23.785876               monoclinic           0.380731            -0.995749                0.121122             687.339732           0.555077             0.657116         1.952629  
     84               0.163970               0.191238          0.081511          0.009468             0.181885           0.235534                0.136395                 0.569746          0.507502          8.786733          8.029903            17.893884               tetragonal           1.090828            -0.668239                0.525559             652.878547           0.097867             0.028115         4.037164  
     85               0.121577               0.149431          0.319768          0.277340             0.036901           0.016178                0.078806                 0.190257          0.444451          3.719436          5.542892             9.897036               monoclinic           1.651232            -0.554795                0.156471             768.553235           0.599595             0.060801         0.768731  
     86               0.272683               0.088043          0.165588          0.244412             0.070226           0.120576                0.038472                 1.274728          0.456476          2.578396         11.685027            15.994627                 trigonal           1.619753            -0.342968                0.841776             572.966678           0.833148             0.652937         4.034676  
     87               0.130318               0.140815          0.053471          0.268720             0.112289           0.175563                0.118824                 0.561511          0.785151          6.663067         12.118651            20.128381               monoclinic           0.326400             0.613259                0.271711             430.404518           0.831095             0.922977         9.990797  
     88               0.387626               0.002096          0.178363          0.046837             0.298449           0.059018                0.027610                 1.873893          3.753587          3.413793          8.263392            17.304665               tetragonal           1.961794            -0.414244                0.077285             458.444017           0.801419             0.684959         5.480653  
     89               0.308098               0.151218          0.008963          0.144035             0.080531           0.067780                0.239375                 0.231006          2.175613          7.670962          4.706713            14.784295                hexagonal           1.965012             0.019506                0.769557             547.303968           0.200618             0.238914         5.810871  
     90               0.062240               0.220754          0.143358          0.092468             0.117267           0.232631                0.131281                 0.262466          4.081412          3.726375          6.529110            14.599364               tetragonal           0.023152             0.200469                0.017071             710.668870           0.544446             0.043240         9.978381  
     91               0.141444               0.123237          0.155868          0.207688             0.006136           0.234221                0.131406                 0.731976          1.219865          8.940143         12.797506            23.689490                 trigonal           1.637264            -0.980941                0.808718              99.509460           0.553843             0.869528         3.973236  
     92               0.143174               0.045074          0.112642          0.289617             0.103001           0.053723                0.252769                 1.496957          5.559386          0.330553          4.641723            12.028619               monoclinic           1.582196             0.155759                0.848410              77.872815           0.141835             0.522023         1.595358  
     93               0.176513               0.127324          0.212713          0.028499             0.221920           0.199237                0.033794                 1.904241          1.858635          5.812625          5.739395            15.314895                hexagonal           0.066687             0.950211                0.571953             408.840562           0.670936             0.096070         7.890311  
     94               0.096416               0.002851          0.237049          0.186587             0.119695           0.176356                0.181046                 0.561586          3.636977          1.300072          2.691868             8.190503                triclinic           0.642479             0.749090                0.078180              76.280352           0.956698             0.936226         9.732734  
     95               0.268446               0.140192          0.059621          0.088716             0.017560           0.193213                0.232252                 1.583334          0.475434          6.706865         12.842576            21.608209                    cubic           1.392032             0.061686                0.326917             221.904937           0.376949             0.651507         0.211314  
     96               0.145243               0.187652          0.065398          0.043334             0.188717           0.157927                0.211729                 0.954965          4.960744          8.804303         10.291717            25.011730             orthorhombic           0.841516            -0.580604                0.356575             783.862779           0.764784             0.289831         3.333501  
     97               0.143222               0.142887          0.280183          0.100580             0.180846           0.034045                0.118238                 1.716653          1.286792          9.994807          2.155200            15.153453               tetragonal           0.874889            -0.058968                0.450505             279.913965           0.758484             0.702437         4.261320  
     98               0.173840               0.166517          0.115288          0.176452             0.136301           0.088610                0.142993                 0.351086          3.940568          6.442320         10.969588            21.703563                    cubic           0.382390             0.960544                0.798209             780.211369           0.276625             0.013612         1.638702  
     99               0.311729               0.150722          0.246499          0.018404             0.163806           0.028890                0.079950                 1.305118          3.810894          8.057941          6.824086            19.998040             orthorhombic           0.604635             0.386058                0.606055             610.689881           0.975011             0.475032         2.193359  
    100               0.244947               0.067317          0.113229          0.099070             0.087899           0.183209                0.204329                 1.403629          4.849248          6.133692         12.031949            24.418519             orthorhombic           0.158973             0.510608                0.427085             183.316649           0.501864             0.222813         7.387071  
    101               0.086882               0.203752          0.144726          0.132575             0.106882           0.155568                0.169616                 1.849162          0.949310          9.170120          5.238082            17.206674               monoclinic           1.283555             0.557262                0.229705             720.846692           0.551562             0.529547         8.147606  
    102               0.391106               0.045236          0.075375          0.212768             0.118746           0.142219                0.014551                 0.470877          0.458123          4.300512          1.081320             6.310832                hexagonal           1.950271             0.774222                0.387203             673.335252           0.330489             0.706087         0.767531  
    103               0.146421               0.212243          0.070981          0.170872             0.167306           0.124969                0.107208                 0.514233          4.271952          4.942825         12.591729            22.320739               monoclinic           0.289767            -0.263640                0.259076             117.190952           0.100582             0.065995         9.799953  
    104               0.107658               0.002691          0.300594          0.219667             0.148789           0.186877                0.033725                 0.824973          3.617150          2.278681          0.187995             6.908799               tetragonal           0.689246            -0.045438                0.454687             794.497425           0.254392             0.376848         2.083627  
    105               0.072713               0.061827          0.227245          0.201709             0.207180           0.102609                0.126717                 1.363853          5.142745          8.609143         11.772978            26.888719                    cubic           1.268387             0.210513                0.156996             669.915303           0.474441             0.873029         6.681291  
